poem_name, poem_content ,poet_name ,category
I Feel Lonely Without You ,When i don't get to hear from you|I feel so lonely|When i don't get the chance to see you|I feel so lonely|When i know you're not there|I feel so lonely|When i'm sad| there's no one to lean on to|I feel so lonely|When i'm thinking silently|I fell so lonely|There's no one that i wanna be with apart being with u|I feel so lonely|There's no one better than u|I feel so lonely|God why do i feel so lonely?|When i know i can't come to u|As anytime| whenever as i want to...?|And why do i feel so angry....|God...|I wish i was with u|Each day's been killing me|Looking at ur pics||it brought back the memories|Shaking my head|How can i go through?|AzZ| there's no one special except u|and i just wish i could show it to u|Missing u loads,Nobody Hindy,lonely
Lost And Lonely..... Must Read! ! ! ! ,My inner sides are twisting||my heart is losing pace||my legs are always shaking||i no longer hold my grace.|My mind is slowly bending||im crippled in by pain||my face is red and crumpled||as my eyes begin to rain.|Im turning from the living||and im racing to the dead||im spinning and im falling||my dyings just ahead.|My heart is burst in agony||my blood is draining out||my voice is just a memory||i no longer scream and shout.|My legs have no more feeling||i've hit the cold hard ground||And i'll lie here in a twisted mess||untill by love im found.............,feel me,lonely
How Lonely Do You Feel? ,When times are bad and you have no friends|When the hopes of life lead to dead ends|When all your surroundings have nothing to give|And you can’t imagine life the way you live|When on your knees you bend and you kneel|How lonely do you feel?|When time goes by and you can’t keep pace|When the world laughs at your weary face|When all that you thought had belonged to you|Turns into trash| your happiness too|When life takes the fruit and leaves the peel|How lonely do you feel?|When all those things that once were yours|Go by like the ticking hours|When you’ve got nothing| no one to turn to|When all your people have betrayed you|When you are left with no joy| no zeal|How lonely do you feel?|When life is more of a terror than a test|When you get nothing though you try your best|When you are numb and you find not a wound healing|When you are a bird without any wings|When in the game of life you’ve lost the deal|How lonely do you feel?|When you find a person in such a state|Go up to him| do not wait|Let this question go on like a wheel|Ask him| “How lonely do you feel? ”,Khera Vidushi,lonely
One Last Lonely Flight ,Butterflies that flew|in 1932|still held in that summer|by the equisitely neat caligraphy|& cruel glinting pin.|I wipe the dust|from the glass|& they gleam|as if they still dream|of being|alive.|i smash the glass|clutch them in my hand & climb|from attic to roof|& slowly|drawing myself up to|my full height|release them|back into time|smile as they flutter|in the summer breeze|of then & now|their dead eyes|taking it|clouds...trees...skies|their one last lonely flight|back into nothingness,Dempsey Dónall,lonely
Lonely Child ,Lonely child in the night.|Under heaven's golden lights.|I heard you cry near a stream.|Where maidens sing and sleep and dream.|Lonely child have no fear| the lord will dry your heart-|sick tears.|The night is young| a blue jay flies and whispers softly|please don't cry.|The lord above is free to roam he will help you from his|throne.|The lord loves you true and dear.|He only laughs he never swears.|Lonely child please don't run| beneath the sky| moon or sun.|You parents love you yes they do.|The clouds have dimmed| but no one knew.|Lonely child a lion prowls.|This lion is special he'd dare not bite.|He only hunts game in the wild never children o' lonely child.|Lonely child go back home| cross the deserts|where buffalo roamed.|The lord will lead you safe and clear.|So don't you cry nor shed a tear.|You parents miss your loving touch.|Your loving hugs and summer blush.|They miss the way you'd smile and grin.|You think they wouldn't you're only ten?|Lonely child in the night.|Your parents searched day and night.|For a child in the wild.|Their only son you lonely child.|Lonely child don't you cry.|And don't you dare tell a lie| on the lion in the wild.|He'd never hurt you lonely child.|Your parents love you very much.|So let them feel your loving touch.|Lonely child in the night.|A little dove flew| in fright.|I know you love your parents so.|So run and tell them let them know.|Let them know how you feel.|Let them know your love is real.|Lonely child run or fly.|Soar the heavens and the skies.|Soar the rivers and the streams.|Your smile will make the moonlight| beam.|Lonely child in the night| an angel| there's no need for fright.,Henley Shawn,lonely
! ! Lonely Winter Afternoon ,When the heron's cry|did not echo in the mist||did the cliffs hear it?,Shepherd Michael,lonely
0002  Lonely Dropped Me A Word ,lonely|dropped a word to me today|said|you wrote a poem about me thanks|yesterday so|I wanted to explain myself|especially as they’re discussing me right now|in academic though wobbly drawn circles|the older guys say I’m a Concept|and therefore existed|before Shakespeare found a name for me| while|the younger guys|the So-Sures and the Deriders|say I’m merely a Signifier with|an uneasy relationship|with a Signified or|if you’re into that sort of abstruse joke||a Significant Other|deep in myself|I’m One; that is||an individual in one sense|but Everything| All One| in another theological|or philosophical or ontological sense|which feels pretty good||a One without a Second|say the gurus|to illustrate my point|I’m writing this on the pommel of my saddle|riding the range out here where men are men|and no-one mentions that film;|Nashville on my i-pod||Lonesome himself||my chosen state of states||the Iconic All-American|free as a wild mustang in the hills|though sometimes I’m just|Lonely|waiting for that ride into town and|the bar where everyone knows my name|and the barmaid says she waits for me alone|if it’s the third Thursday in the month|Lonesome. Lonely. Close.|That’s the West for you.|And someOne has to do the job.|* * *|(For Will the poet and Will the barber with thanks),Shepherd Michael,lonely
A Lonely Little House ,A lonely little house|Built many years ago|Is deteriorating now|I thought you’d like to know|Its boards are warped and falling|One by one onto the ground|But mostly in the stillness|You can’t hear a single sound|Except when the cattle are grazing|Around the house at times|A cowbell occasionally clinks|Like a soft ringing of chimes|Its roof now is sinking|Its windows too are gone|Time and weather are not helping|But it knows where it belongs|For the stories this house could tell|Are so many from its prime|It housed a growing family|Once upon a time|I love the frontier houses|That were built to run a farm|Part of the past we inherited|They will always have such charm!,Lott Marilyn,lonely
A Lonely Man ,Fly away oh bird of love|Carry your feathered gift unto another|For my time is short|Gold has more meaning than thou|I have no time for such matters of the heart|Perplexed and not granting the price I need|My call is heard daily|And I heed for its ransom is high|It supplies me with a bed for one|Dinner by candlelight for only one|So what need do I have|For the grave holds only one,Gale Patricia,lonely
Lonely Girl| Lonely Heart ,She curled up on her windowsill||A lonely girl| crying out her heart||For the boy that never loved her||And the friends that just don't care.|She wallows up in her pain||The girl with the lonely heart||The girl with no boy to love||But she didnt see what mattered.|She walked up the hallway| makeup smuged||Tears running| the people they stared.|Untill now| they never knew||She was just a lonely girl| with a lonely heart waiting for someone to love.,Ireland Jacquelyn,lonely
The Lonely Train On The Lonely Track With 24 Coaches Painted Black ,Among the brambles of a shattered heart lies my soul in crags||Among the shambles of life torn apart lies my spirit in rags;|Tears streaming down my face as snakes crawl on my body lifeless|Leaving amigos and flamingos away at the home| oh life pointless.|Ticktock! All I can hear is the ticking of the clock| yackety-yak!|The lonely train on the lonely track with 24 coaches painted black.|I climbed onto the gravel bed in the rain| lo lonely brain tames!|By the dawn from the ocean to every lane| it climbs| dookie salad!|In the noon from flat places to heaven and hell| A pensive ballad;|At dusk| in open air of beach I loitered singing rhyme ugly James.|Ticktock! All I can hear is ticking of the clock - yackety-yak!|The lonely train on the lonely track with 24 coaches painted black.|Hardy-har-har! Hold a pebble| a feather or a leaf in your hand|It will say I am lonely; I can't ride| I want to hide in the sand;|I'm single; oh my gosh! I'm sitting between my brother the mountain|My sister the sea - together threesome we live among soulless men.|Ticktock! All I can hear is the ticking of the clock| yackety-yak!|The lonely train on the lonely track with 24 coaches painted black.|I'm an air castle with dreams empty and screams plenty with terror|I don't want to be alone in the dark in a spine-chilling horror.|Then| the moon is a friend for the lonely man as flamingo cheers||Bingo! Stars in the Galaxy are his companions as nature shares.|Ticktock! All I can hear is ticking of the clock| yackety-yak!|The lone train on the lonely track with 24 coaches painted black.,Reddy Harindhar,lonely
